# Dec (deg)	HA (hours)	Track len (sec)	Azimuth Angle (rad)
-16.5000000000	2.0000000000	3684.1037693024	4.9748167026
-16.5000000000	2.2000000000	2964.1037693024	4.9548186436
-16.5000000000	2.4000000000	2244.1037693024	4.9367496999
-16.5000000000	2.6000000000	1524.1037693024	4.9202277172
-16.5000000000	2.8000000000	814.1037693024	4.9046465361
-16.5000000000	3.0000000000	94.1037693024	4.8903905688
-16.2500000000	-3.0000000000	3897.9770722389	1.2917831229
-16.2500000000	-2.9994524189	3887.9770722389	1.2308809116
-16.2500000000	-2.9989048379	3887.9770722389	1.2307643905
-16.2500000000	-2.9983572568	3887.9770722389	1.2306487713
-16.2500000000	-2.9978096758	3887.9770722389	1.2305339861
-16.2500000000	-2.9972620947	3887.9770722389	1.2304199710
-16.2500000000	-2.8000000000	3177.9770722389	1.2684144697
-16.2500000000	-2.6000000000	2457.9770722389	1.2431644404
-16.2500000000	-2.4000000000	1737.9770722389	1.2156623822
-16.2500000000	-2.2000000000	1027.9770722389	1.1851388164
-16.2500000000	-2.0000000000	307.9770722389	1.1516633792
-16.2500000000	1.9336983911	3887.9770722389	5.0502980453
-16.2500000000	1.9342459722	3877.9770722389	5.0503624234
-16.2500000000	1.9347935532	3877.9770722389	5.0502311537
-16.2500000000	1.9353411343	3877.9770722389	5.0500982792
-16.2500000000	1.9358887153	3877.9770722389	5.0499637836
-16.2500000000	2.0000000000	3647.9770722389	4.9822845643
-16.2500000000	2.2000000000	2927.9770722389	4.9620752906
-16.2500000000	2.4000000000	2207.9770722389	4.9438146475
-16.2500000000	2.6000000000	1487.9770722389	4.9271203407
-16.2500000000	2.8000000000	777.9770722389	4.9113825177
-16.2500000000	3.0000000000	57.9770722389	4.8969878801
-16.0000000000	-2.9983572568	3931.9261565208	1.2225113354
-16.0000000000	-2.9978096758	3931.9261565208	1.2223952447
-16.0000000000	-2.9972620947	3931.9261565208	1.2222799123
-16.0000000000	-2.9665754050	3821.9261565208	1.2199782201
-16.0000000000	-2.9660278240	3821.9261565208	1.2198589942
-16.0000000000	-2.9654802429	3821.9261565208	1.2197407264
-16.0000000000	-2.8000000000	3221.9261565208	1.2605594472
-16.0000000000	-2.6000000000	2501.9261565208	1.2352270712
-16.0000000000	-2.4000000000	1791.9261565208	1.2073264861
-16.0000000000	-2.2000000000	1071.9261565208	1.1770380524
-16.0000000000	-2.0000000000	351.9261565208	1.1434979171
-16.0000000000	1.9336983911	3851.9261565208	5.0568530479
-16.0000000000	1.9342459722	3841.9261565208	5.0569192367
-16.0000000000	1.9347935532	3841.9261565208	5.0567874088
-16.0000000000	1.9353411343	3841.9261565208	5.0566539851
-16.0000000000	1.9358887153	3841.9261565208	5.0565189480
-16.0000000000	2.0000000000	3611.9261565208	4.9897206234
-16.0000000000	2.2000000000	2891.9261565208	4.9693050600
-16.0000000000	2.4000000000	2171.9261565208	4.9508566312
-16.0000000000	2.6000000000	1451.9261565208	4.9339931138
-16.0000000000	2.8000000000	741.9261565208	4.9181011383
-16.0000000000	3.0000000000	21.9261565208	4.9035697966
-15.7500000000	-2.9665754050	3865.9449062347	1.2118359638
-15.7500000000	-2.9660278240	3865.9449062347	1.2117154708
-15.7500000000	-2.9654802429	3865.9449062347	1.2115959251
-15.7500000000	-2.9649326619	3865.9449062347	1.2114772641
-15.7500000000	-2.9643850808	3865.9449062347	1.2113594221
-15.7500000000	-2.9638374886	3855.9449062347	1.2117679040
-15.7500000000	-2.8000000000	3275.9449062347	1.2523885782
-15.7500000000	-2.6000000000	2555.9449062347	1.2269763438
-15.7500000000	-2.4000000000	1835.9449062347	1.1993139986
-15.7500000000	-2.2000000000	1115.9449062347	1.1689525650
-15.7500000000	-2.0000000000	405.9449062347	1.1350291616
-15.7500000000	1.9002737961	3935.9449062347	5.0696167940
-15.7500000000	1.9008213772	3925.9449062347	5.0696828853
-15.7500000000	1.9013689582	3925.9449062347	5.0695485914
-15.7500000000	1.9019165393	3925.9449062347	5.0694127084
-15.7500000000	1.9024641203	3925.9449062347	5.0692752196
-15.7500000000	2.0000000000	3575.9449062347	4.9971249580
-15.7500000000	2.2000000000	2855.9449062347	4.9765079833
-15.7500000000	2.4000000000	2135.9449062347	4.9578756585
-15.7500000000	2.6000000000	1415.9449062347	4.9408460301
-15.7500000000	2.8000000000	705.9449062347	4.9248023871
-15.5000000000	-2.9665754050	3920.0269351006	1.2031823829
-15.5000000000	-2.9660278240	3920.0269351006	1.2030604773
-15.5000000000	-2.9654802429	3910.0269351006	1.2034695392
-15.5000000000	-2.9649326619	3910.0269351006	1.2033496081
-15.5000000000	-2.9643850808	3910.0269351006	1.2032304860
-15.5000000000	-2.9638374886	3910.0269351006	1.2031121045
-15.5000000000	-2.8000000000	3320.0269351006	1.2445421866
-15.5000000000	-2.6000000000	2600.0269351006	1.2190523680
-15.5000000000	-2.4000000000	1890.0269351006	1.1909858675
-15.5000000000	-2.2000000000	1170.0269351006	1.1605548687
-15.5000000000	-2.0000000000	450.0269351006	1.1268975385
-15.5000000000	1.9002737961	3890.0269351006	5.0763238419
-15.5000000000	1.9008213772	3890.0269351006	5.0761905889
-15.5000000000	1.9013689582	3890.0269351006	5.0760557780
-15.5000000000	1.9019165393	3890.0269351006	5.0759193870
-15.5000000000	1.9024641203	3890.0269351006	5.0757813991
-15.5000000000	2.0000000000	3540.0269351006	5.0044976655
-15.5000000000	2.2000000000	2820.0269351006	4.9836841176
-15.5000000000	2.4000000000	2100.0269351006	4.9648717605
-15.5000000000	2.6000000000	1380.0269351006	4.9476791058
-15.5000000000	2.8000000000	660.0269351006	4.9318064352
-15.2500000000	-2.9665754050	3964.1655888557	1.1950738107
-15.2500000000	-2.9660278240	3964.1655888557	1.1949506745
-15.2500000000	-2.9654802429	3964.1655888557	1.1948284641
-15.2500000000	-2.9649326619	3964.1655888557	1.1947071150
-15.2500000000	-2.9643850808	3964.1655888557	1.1945865666
-15.2500000000	-2.9638374886	3954.1655888557	1.1950013186
-15.2500000000	-2.8000000000	3374.1655888557	1.2363701983
-15.2500000000	-2.6000000000	2654.1655888557	1.2108052415
-15.2500000000	-2.4000000000	1934.1655888557	1.1829938163
-15.2500000000	-2.2000000000	1214.1655888557	1.1524964328
-15.2500000000	-2.0000000000	504.1655888557	1.1184524716
-15.2500000000	1.8679443521	3974.1655888557	5.0888962893
-15.2500000000	1.8684919443	3974.1655888557	5.0887574494
-15.2500000000	1.8690395254	3964.1655888557	5.0888206341
-15.2500000000	1.9002737961	3854.1655888557	5.0828040513
-15.2500000000	1.9008213772	3854.1655888557	5.0826702871
-15.2500000000	2.0000000000	3494.1655888557	5.0121612768
-15.2500000000	2.2000000000	2784.1655888557	4.9908335363
-15.2500000000	2.4000000000	2064.1655888557	4.9718449838
-15.2500000000	2.6000000000	1344.1655888557	4.9544923709
-15.2500000000	2.8000000000	624.1655888557	4.9384751331
-15.0000000000	-2.9331508101	3898.3539505005	1.1839712064
-15.0000000000	-2.9326032290	3898.3539505005	1.1838463515
-15.0000000000	-2.9320556479	3898.3539505005	1.1837224146
-15.0000000000	-2.9315080557	3888.3539505005	1.1841383745
-15.0000000000	-2.9309604746	3888.3539505005	1.1840162501
-15.0000000000	-2.8000000000	3418.3539505005	1.2285355112
-15.0000000000	-2.6000000000	2708.3539505005	1.2025581625
-15.0000000000	-2.4000000000	1988.3539505005	1.1746763580
-15.0000000000	-2.2000000000	1268.3539505005	1.1441159165
-15.0000000000	-2.0000000000	548.3539505005	1.1103569679
-15.0000000000	1.8668491899	3938.3539505005	5.0956255358
-15.0000000000	1.8673967710	3938.3539505005	5.0954893378
-15.0000000000	1.8679443521	3938.3539505005	5.0953515980
-15.0000000000	1.8684919443	3928.3539505005	5.0954183104
-15.0000000000	1.8690395254	3928.3539505005	5.0952773933
-15.0000000000	2.0000000000	3458.3539505005	5.0194732627
-15.0000000000	2.2000000000	2738.3539505005	4.9982809555
-15.0000000000	2.4000000000	2028.3539505005	4.9787953922
-15.0000000000	2.6000000000	1308.3539505005	4.9612858721
-15.0000000000	2.8000000000	588.3539505005	4.9451265067
-14.7500000000	-2.9331508101	3952.5848460197	1.1753365936
-14.7500000000	-2.9326032290	3952.5848460197	1.1752103741
-14.7500000000	-2.9320556479	3942.5848460197	1.1756286679
-14.7500000000	-2.9315080557	3942.5848460197	1.1755043660
-14.7500000000	-2.9309604746	3942.5848460197	1.1753808452
-14.7500000000	-2.8000000000	3472.5848460197	1.2203656943
-14.7500000000	-2.6000000000	2752.5848460197	1.1946573112
-14.7500000000	-2.4000000000	2042.5848460197	1.1663624925
-14.7500000000	-2.2000000000	1322.5848460197	1.1357421632
-14.7500000000	-2.0000000000	602.5848460197	1.1019380902
-14.7500000000	1.8668491899	3902.5848460197	5.1020536401
-14.7500000000	1.8673967710	3902.5848460197	5.1019169720
-14.7500000000	1.8679443521	3892.5848460197	5.1019871935
-14.7500000000	1.8684919443	3892.5848460197	5.1018474026
-14.7500000000	1.8690395254	3892.5848460197	5.1017060419
-14.7500000000	2.0000000000	3422.5848460197	5.0267540296
-14.7500000000	2.2000000000	2702.5848460197	5.0053793798
-14.7500000000	2.4000000000	1982.5848460197	4.9860498938
-14.7500000000	2.6000000000	1272.5848460197	4.9680596754
-14.7500000000	2.8000000000	552.5848460197	4.9517606085
-14.5000000000	-2.9331508101	4006.8508472443	1.1667163693
-14.5000000000	-2.9326032290	3996.8508472443	1.1671368911
-14.5000000000	-2.9320556479	3996.8508472443	1.1670103895
-14.5000000000	-2.9315080557	3996.8508472443	1.1668847207
-14.5000000000	-2.9309604746	3996.8508472443	1.1667598224
-14.5000000000	-2.8000000000	3526.8508472443	1.2121953794
-14.5000000000	-2.6000000000	2806.8508472443	1.1864187613
-14.5000000000	-2.4000000000	2086.8508472443	1.1584041286
-14.5000000000	-2.2000000000	1376.8508472443	1.1273759804
-14.5000000000	-2.0000000000	656.8508472443	1.0935304285
-14.5000000000	1.8334245950	3986.8508472443	5.1149459932
-14.5000000000	1.8339721760	3976.8508472443	5.1150177342
-14.5000000000	1.8345197571	3976.8508472443	5.1148770925
-14.5000000000	1.8350673381	3976.8508472443	5.1147349047
-14.5000000000	1.8356149192	3976.8508472443	5.1145911534
-14.5000000000	1.8361625114	3976.8508472443	5.1144458232
-14.5000000000	2.0000000000	3386.8508472443	5.0340037600
-14.5000000000	2.2000000000	2666.8508472443	5.0124514130
-14.5000000000	2.4000000000	1946.8508472443	4.9929570675
-14.5000000000	2.6000000000	1226.8508472443	4.9751428727
-14.5000000000	2.8000000000	516.8508472443	4.9583775085
-14.2500000000	-2.8997262039	3941.1442813873	1.1555474381
-14.2500000000	-2.8991786228	3931.1442813873	1.1559708265
-14.2500000000	-2.8986310418	3931.1442813873	1.1558426166
-14.2500000000	-2.8980834607	3931.1442813873	1.1557152321
-14.2500000000	-2.8975358797	3931.1442813873	1.1555886089
-14.2500000000	-2.8000000000	3581.1442813873	1.2040255218
-14.2500000000	-2.6000000000	2861.1442813873	1.1781829246
-14.2500000000	-2.4000000000	2141.1442813873	1.1501058769
-14.2500000000	-2.2000000000	1421.1442813873	1.1193749481
-14.2500000000	-2.0000000000	711.1442813873	1.0851347436
-14.2500000000	1.8334245950	3941.1442813873	5.1215326703
-14.2500000000	1.8339721760	3941.1442813873	5.1213931251
-14.2500000000	1.8345197571	3941.1442813873	5.1212520650
-14.2500000000	1.8350673381	3941.1442813873	5.1211094682
-14.2500000000	1.8356149192	3931.1442813873	5.1211785919
-14.2500000000	1.8361625114	3931.1442813873	5.1210328341
-14.2500000000	2.0000000000	3341.1442813873	5.0415539149
-14.2500000000	2.2000000000	2631.1442813873	5.0194972046
-14.2500000000	2.4000000000	1911.1442813873	4.9998417158
-14.2500000000	2.6000000000	1191.1442813873	4.9818796521
-14.2500000000	2.8000000000	471.1442813873	4.9653084704
-14.0000000000	-2.8997262039	3995.4572343826	1.1469398189
-14.0000000000	-2.8991786228	3985.4572343826	1.1473663811
-14.0000000000	-2.8986310418	3985.4572343826	1.1472368479
-14.0000000000	-2.8980834607	3985.4572343826	1.1471081308
-14.0000000000	-2.8975358797	3985.4572343826	1.1469801640
-14.0000000000	-2.8000000000	3635.4572343826	1.1958571246
-14.0000000000	-2.6000000000	2915.4572343826	1.1699507790
-14.0000000000	-2.4000000000	2195.4572343826	1.1418138978
-14.0000000000	-2.2000000000	1475.4572343826	1.1110322569
-14.0000000000	-2.0000000000	765.4572343826	1.0767518451
-14.0000000000	-1.8000000000	45.4572343826	1.0391302502
-14.0000000000	1.8000000000	4025.4572343826	5.0731950265
-14.0000000000	1.8005475811	4025.4572343826	5.1343502387
-14.0000000000	1.8010951621	4025.4572343826	5.1342067958
-14.0000000000	1.8016427432	4015.4572343826	5.1342775009
-14.0000000000	1.8021903242	4015.4572343826	5.1341309484
-14.0000000000	1.8027379053	4015.4572343826	5.1339828368
-14.0000000000	2.0000000000	3305.4572343826	5.0487442930
-14.0000000000	2.2000000000	2585.4572343826	5.0268503472
-14.0000000000	2.4000000000	1875.4572343826	5.0067039794
-14.0000000000	2.6000000000	1155.4572343826	4.9885970179
-14.0000000000	2.8000000000	435.4572343826	4.9718933330
-13.7500000000	-2.8997262039	4049.7815599442	1.1383508931
-13.7500000000	-2.8991786228	4039.7815599442	1.1387805573
-13.7500000000	-2.8986310418	4039.7815599442	1.1386497266
-13.7500000000	-2.8980834607	4039.7815599442	1.1385196984
-13.7500000000	-2.8975358797	4039.7815599442	1.1383904091
-13.7500000000	-2.8000000000	3689.7815599442	1.1876912310
-13.7500000000	-2.6000000000	2969.7815599442	1.1617233437
-13.7500000000	-2.4000000000	2249.7815599442	1.1335291739
-13.7500000000	-2.2000000000	1529.7815599442	1.1026997665
-13.7500000000	-2.0000000000	819.7815599442	1.0683825846
-13.7500000000	-1.8000000000	99.7815599442	1.0307566605
-13.7500000000	1.8000000000	3989.7815599442	5.0805250492
-13.7500000000	1.8005475811	3979.7815599442	5.1408867575
-13.7500000000	1.8010951621	3979.7815599442	5.1407429037
-13.7500000000	1.8016427432	3979.7815599442	5.1405975315
-13.7500000000	1.8021903242	3979.7815599442	5.1404506228
-13.7500000000	1.8027379053	3979.7815599442	5.1403021630
-13.7500000000	2.0000000000	3269.7815599442	5.0559042853
-13.7500000000	2.2000000000	2549.7815599442	5.0338462698
-13.7500000000	2.4000000000	1829.7815599442	5.0138795741
-13.7500000000	2.6000000000	1109.7815599442	4.9956307276
-13.7500000000	2.8000000000	399.7815599442	4.9784612817
-13.5000000000	-2.8663016089	3984.1088862419	1.1271291492
-13.5000000000	-2.8657540278	3984.1088862419	1.1269956104
-13.5000000000	-2.8652064468	3974.1088862419	1.1274289252
-13.5000000000	-2.8646588657	3974.1088862419	1.1272972051
-13.5000000000	-2.8641112847	3974.1088862419	1.1271662150
-13.5000000000	-2.8000000000	3744.1088862419	1.1795289232
-13.5000000000	-2.6000000000	3024.1088862419	1.1535016769
-13.5000000000	-2.4000000000	2304.1088862419	1.1252527265
-13.5000000000	-2.2000000000	1594.1088862419	1.0940044949
-13.5000000000	-2.0000000000	874.1088862419	1.0600278540
-13.5000000000	-1.8000000000	154.1088862419	1.0224013482
-13.5000000000	1.7671229861	4064.1088862419	5.1539047751
-13.5000000000	1.7676705671	4064.1088862419	5.1537585682
-13.5000000000	1.7682181482	4064.1088862419	5.1536108530
-13.5000000000	1.7687657292	4054.1088862419	5.1536821676
-13.5000000000	1.7693133103	4054.1088862419	5.1535313465
-13.5000000000	1.8000000000	3944.1088862419	5.0881573317
-13.5000000000	2.0000000000	3224.1088862419	5.0633719899
-13.5000000000	2.2000000000	2514.1088862419	5.0408165042
-13.5000000000	2.4000000000	1794.1088862419	5.0206996125
-13.5000000000	2.6000000000	1074.1088862419	5.0023117433
-13.5000000000	2.8000000000	354.1088862419	4.9853502090
-13.2500000000	-2.8663016089	4038.4306244850	1.1185623494
-13.2500000000	-2.8657540278	4038.4306244850	1.1184275623
-13.2500000000	-2.8652064468	4038.4306244850	1.1182936176
-13.2500000000	-2.8646588657	4028.4306244850	1.1187308292
-13.2500000000	-2.8641112847	4028.4306244850	1.1185985559
-13.2500000000	-2.8000000000	3798.4306244850	1.1713713255
-13.2500000000	-2.6000000000	3078.4306244850	1.1452868789
-13.2500000000	-2.4000000000	2368.4306244850	1.1166058845
-13.2500000000	-2.2000000000	1648.4306244850	1.0856896946
-13.2500000000	-2.0000000000	928.4306244850	1.0516885892
-13.2500000000	-1.8000000000	208.4306244850	1.0140651383
-13.2500000000	1.7671229861	4018.4306244850	5.1603894096
-13.2500000000	1.7676705671	4018.4306244850	5.1602428342
-13.2500000000	1.7682181482	4018.4306244850	5.1600947596
-13.2500000000	1.7687657292	4018.4306244850	5.1599451673
-13.2500000000	1.7693133103	4018.4306244850	5.1597940433
-13.2500000000	1.8000000000	3908.4306244850	5.0954187407
-13.2500000000	2.0000000000	3188.4306244850	5.0704740640
-13.2500000000	2.2000000000	2468.4306244850	5.0481012284
-13.2500000000	2.4000000000	1748.4306244850	5.0278377848
-13.2500000000	2.6000000000	1028.4306244850	5.0093138599
-13.2500000000	2.8000000000	318.4306244850	4.9918868013
-13.0000000000	-2.8663016089	4092.7379779816	1.1100187890
-13.0000000000	-2.8657540278	4092.7379779816	1.1098827778
-13.0000000000	-2.8652064468	4092.7379779816	1.1097475966
-13.0000000000	-2.8646588657	4092.7379779816	1.1096131850
-13.0000000000	-2.8641112847	4082.7379779816	1.1100541318
-13.0000000000	-2.8000000000	3862.7379779816	1.1628340030
-13.0000000000	-2.6000000000	3142.7379779816	1.1366946123
-13.0000000000	-2.4000000000	2422.7379779816	1.1083436008
-13.0000000000	-2.2000000000	1702.7379779816	1.0773881681
-13.0000000000	-2.0000000000	982.7379779816	1.0433657652
-13.0000000000	-1.8000000000	272.7379779816	1.0053632593
-13.0000000000	1.7336983911	4102.7379779816	5.1734619020
-13.0000000000	1.7342459722	4102.7379779816	5.1733130088
-13.0000000000	1.7347935532	4102.7379779816	5.1731626274
-13.0000000000	1.7353411343	4092.7379779816	5.1732362099
-13.0000000000	1.7358887153	4092.7379779816	5.1730827597
-13.0000000000	1.8000000000	3862.7379779816	5.1029875660
-13.0000000000	2.0000000000	3142.7379779816	5.0778888432
-13.0000000000	2.2000000000	2432.7379779816	5.0550228176
-13.0000000000	2.4000000000	1712.7379779816	5.0346162994
-13.0000000000	2.6000000000	992.7379779816	5.0159591311
-13.0000000000	2.8000000000	272.7379779816	4.9987490969
-12.7500000000	-2.8328770139	4037.0219511986	1.0981798845
-12.7500000000	-2.8323294329	4037.0219511986	1.0980420609
-12.7500000000	-2.8317818518	4027.0219511986	1.0984842200
-12.7500000000	-2.8312342708	4027.0219511986	1.0983481490
-12.7500000000	-2.8306866897	4027.0219511986	1.0982127754
-12.7500000000	-2.8000000000	3917.0219511986	1.1546837772
-12.7500000000	-2.6000000000	3197.0219511986	1.1284914342
-12.7500000000	-2.4000000000	2487.0219511986	1.0997013686
-12.7500000000	-2.2000000000	1767.0219511986	1.0687095501
-12.7500000000	-2.0000000000	1047.0219511986	1.0346690648
-12.7500000000	-1.8000000000	327.0219511986	0.9970623247
-12.7500000000	1.7336983911	4057.0219511986	5.1798926696
-12.7500000000	1.7342459722	4057.0219511986	5.1797434508
-12.7500000000	1.7347935532	4057.0219511986	5.1795927530
-12.7500000000	1.7353411343	4057.0219511986	5.1794405573
-12.7500000000	1.7358887153	4057.0219511986	5.1792868481
-12.7500000000	1.8000000000	3827.0219511986	5.1101818283
-12.7500000000	2.0000000000	3107.0219511986	5.0849341333
-12.7500000000	2.2000000000	2387.0219511986	5.0622637840
-12.7500000000	2.4000000000	1667.0219511986	5.0417177625
-12.7500000000	2.6000000000	947.0219511986	5.0229302689
-12.7500000000	2.8000000000	237.0219511986	5.0052549297
-12.5000000000	-2.8328770139	4091.2733612061	1.0896645564
-12.5000000000	-2.8323294329	4091.2733612061	1.0895255538
-12.5000000000	-2.8317818518	4091.2733612061	1.0893873588
-12.5000000000	-2.8312342708	4091.2733612061	1.0892499114
-12.5000000000	-2.8306866897	4091.2733612061	1.0891131493
-12.5000000000	-2.8000000000	3981.2733612061	1.1461445623
-12.5000000000	-2.6000000000	3261.2733612061	1.1199014795
-12.5000000000	-2.4000000000	2541.2733612061	1.0914580120
-12.5000000000	-2.2000000000	1821.2733612061	1.0604323665
-12.5000000000	-2.0000000000	1111.2733612061	1.0259791721
-12.5000000000	-1.8000000000	391.2733612061	0.9883858802
-12.5000000000	1.7002737961	4141.2733612061	5.1930130782
-12.5000000000	1.7008213772	4141.2733612061	5.1928615827
-12.5000000000	1.7013689582	4131.2733612061	5.1929390403
-12.5000000000	1.7019165393	4131.2733612061	5.1927845491
-12.5000000000	1.7024641203	4131.2733612061	5.1926285562
-12.5000000000	1.8000000000	3781.2733612061	5.1176886834
-12.5000000000	2.0000000000	3061.2733612061	5.0922971351
-12.5000000000	2.2000000000	2341.2733612061	5.0694844125
-12.5000000000	2.4000000000	1631.2733612061	5.0484555842
-12.5000000000	2.6000000000	911.2733612061	5.0295405248
-12.5000000000	2.8000000000	191.2733612061	5.0120911987
-12.2500000000	-2.8328770139	4155.4828457832	1.0805899675
-12.2500000000	-2.8323294329	4155.4828457832	1.0804496394
-12.2500000000	-2.8317818518	4155.4828457832	1.0803101061
-12.2500000000	-2.8312342708	4145.4828457832	1.0807591738
-12.2500000000	-2.8306866897	4145.4828457832	1.0806212219
-12.2500000000	-2.8000000000	4035.4828457832	1.1380068761
-12.2500000000	-2.6000000000	3325.4828457832	1.1113116235
-12.2500000000	-2.4000000000	2605.4828457832	1.0828255040
-12.2500000000	-2.2000000000	1885.4828457832	1.0517687880
-12.2500000000	-2.0000000000	1165.4828457832	1.0177009949
-12.2500000000	-1.8000000000	445.4828457832	0.9801242399
-12.2500000000	1.7002737961	4095.4828457832	5.1993882124
-12.2500000000	1.7008213772	4095.4828457832	5.1992364346
-12.2500000000	1.7013689582	4095.4828457832	5.1990831985
-12.2500000000	1.7019165393	4095.4828457832	5.1989284850
-12.2500000000	1.7024641203	4085.4828457832	5.1990051779
-12.2500000000	1.8000000000	3735.4828457832	5.1251663228
-12.2500000000	2.0000000000	3025.4828457832	5.0992869143
-12.2500000000	2.2000000000	2305.4828457832	5.0763359085
-12.2500000000	2.4000000000	1585.4828457832	5.0555211779
-12.2500000000	2.6000000000	865.4828457832	5.0364814189
-12.2500000000	2.8000000000	155.4828457832	5.0185669920
-12.0000000000	-2.8000000000	4099.6408772469	1.1294712951
-12.0000000000	-2.7994524189	4099.6408772469	1.0687076050
-12.0000000000	-2.7989048379	4099.6408772469	1.0685655060
-12.0000000000	-2.7983572568	4089.6408772469	1.0690164050
-12.0000000000	-2.7978096758	4089.6408772469	1.0688759883
-12.0000000000	-2.7972620947	4089.6408772469	1.0687362347
-12.0000000000	-2.6000000000	3379.6408772469	1.1031327826
-12.0000000000	-2.4000000000	2669.6408772469	1.0741968441
-12.0000000000	-2.2000000000	1949.6408772469	1.0431116389
-12.0000000000	-2.0000000000	1229.6408772469	1.0090345996
-12.0000000000	-1.8000000000	509.6408772469	0.9714776248
-12.0000000000	1.6668491899	4179.6408772469	5.2125498883
-12.0000000000	1.6673967710	4169.6408772469	5.2126312436
-12.0000000000	1.6679443521	4169.6408772469	5.2124757464
-12.0000000000	1.6684919443	4169.6408772469	5.2123187813
-12.0000000000	1.6690395254	4169.6408772469	5.2121603377
-12.0000000000	1.8000000000	3699.6408772469	5.1322639160
-12.0000000000	2.0000000000	2979.6408772469	5.1065994242
-12.0000000000	2.2000000000	2259.6408772469	5.0835143033
-12.0000000000	2.4000000000	1539.6408772469	5.0625703559
-12.0000000000	2.6000000000	829.6408772469	5.0430575130
-12.0000000000	2.8000000000	109.6408772469	5.0253779515
-11.7500000000	-2.8000000000	4163.7377738953	1.1209366999
-11.7500000000	-2.7994524189	4163.7377738953	1.0596596991
-11.7500000000	-2.7989048379	4163.7377738953	1.0595163246
-11.7500000000	-2.7983572568	4153.7377738953	1.0599703358
-11.7500000000	-2.7978096758	4153.7377738953	1.0598286176
-11.7500000000	-2.7972620947	4153.7377738953	1.0596875501
-11.7500000000	-2.6000000000	3443.7377738953	1.0945535774
-11.7500000000	-2.4000000000	2733.7377738953	1.0655735054
-11.7500000000	-2.2000000000	2013.7377738953	1.0344623414
-11.7500000000	-2.0000000000	1293.7377738953	1.0003788572
-11.7500000000	-1.8000000000	573.7377738953	0.9628446809
-11.7500000000	1.6668491899	4133.7377738953	5.2188678540
-11.7500000000	1.6673967710	4133.7377738953	5.2187136066
-11.7500000000	1.6679443521	4133.7377738953	5.2185579226
-11.7500000000	1.6684919443	4123.7377738953	5.2186386188
-11.7500000000	1.6690395254	4123.7377738953	5.2184799623
-11.7500000000	1.8000000000	3653.7377738953	5.1396820521
-11.7500000000	2.0000000000	2933.7377738953	5.1138883690
-11.7500000000	2.2000000000	2223.7377738953	5.0903198392
-11.7500000000	2.4000000000	1503.7377738953	5.0692499560
-11.7500000000	2.6000000000	783.7377738953	5.0499690183
-11.7500000000	2.8000000000	63.7377738953	5.0321777198
-11.5000000000	-2.7989048379	4227.7637119293	1.0504926597
-11.5000000000	-2.7983572568	4217.7637119293	1.0509496870
-11.5000000000	-2.7978096758	4217.7637119293	1.0508066958
-11.5000000000	-2.7972620947	4217.7637119293	1.0506643425
-11.5000000000	-2.7665754050	4107.7637119293	1.0478841864
-11.5000000000	-2.7660278240	4107.7637119293	1.0477382494
-11.5000000000	-2.6000000000	3507.7637119293	1.0859789281
-11.5000000000	-2.4000000000	2797.7637119293	1.0569570084
-11.5000000000	-2.2000000000	2077.7637119293	1.0258223659
-11.5000000000	-2.0000000000	1357.7637119293	0.9917351676
-11.5000000000	-1.8000000000	637.7637119293	0.9542267119
-11.5000000000	1.6334245950	4207.7637119293	5.2323043767
-11.5000000000	1.6339721760	4207.7637119293	5.2321479061
-11.5000000000	1.6345197571	4207.7637119293	5.2319900116
-11.5000000000	1.6350673381	4207.7637119293	5.2318306736
-11.5000000000	1.6356149192	4197.7637119293	5.2319102327
-11.5000000000	1.6361625114	4197.7637119293	5.2317479160
-11.5000000000	1.8000000000	3607.7637119293	5.1470722589
-11.5000000000	2.0000000000	2897.7637119293	5.1207985309
-11.5000000000	2.2000000000	2177.7637119293	5.0974571805
-11.5000000000	2.4000000000	1457.7637119293	5.0762647396
-11.5000000000	2.6000000000	737.7637119293	5.0568673344
-11.5000000000	2.8000000000	27.7637119293	5.0386110180
-11.2500000000	-2.7665754050	4171.7087383270	1.0388728463
-11.2500000000	-2.7660278240	4171.7087383270	1.0387257018
-11.2500000000	-2.7654802429	4171.7087383270	1.0385793606
-11.2500000000	-2.7649326619	4171.7087383270	1.0384337659
-11.2500000000	-2.7643850808	4161.7087383270	1.0388940714
-11.2500000000	-2.7638374886	4161.7087383270	1.0387499644
-11.2500000000	-2.6000000000	3581.7087383270	1.0769830338
-11.2500000000	-2.4000000000	2861.7087383270	1.0483489206
-11.2500000000	-2.2000000000	2141.7087383270	1.0171932305
-11.2500000000	-2.0000000000	1421.7087383270	0.9831049797
-11.2500000000	-1.8000000000	701.7087383270	0.9456250726
-11.2500000000	1.6334245950	4171.7087383270	5.2383235791
-11.2500000000	1.6339721760	4161.7087383270	5.2384097701
-11.2500000000	1.6345197571	4161.7087383270	5.2382516880
-11.2500000000	1.6350673381	4161.7087383270	5.2380921713
-11.2500000000	1.6356149192	4161.7087383270	5.2379312042
-11.2500000000	1.6361625114	4161.7087383270	5.2377687723
-11.2500000000	1.8000000000	3571.7087383270	5.1540771951
-11.2500000000	2.0000000000	2851.7087383270	5.1280391324
-11.2500000000	2.2000000000	2131.7087383270	5.1045756203
-11.2500000000	2.4000000000	1411.7087383270	5.0832638905
