# Dec (deg)	HA (hours)	Track len (sec)	Azimuth Angle (rad)
-33.2500000000	-3.4997262039	3804.9399976730	1.7823489715
-33.2500000000	-3.4991786228	3804.9399976730	1.7823292721
-33.2500000000	-3.4986310418	3804.9399976730	1.7823106294
-33.2500000000	-3.4000000000	3454.9399976730	1.8373703805
-33.2500000000	-3.2000000000	2734.9399976730	1.8252405965
-33.2500000000	-3.0000000000	2014.9399976730	1.8127918815
-33.2500000000	-2.8000000000	1294.9399976730	1.7999168735
-33.2500000000	-2.6000000000	574.9399976730	1.7864778584
-33.2500000000	2.4668491899	3774.9399976730	4.4995481701
-33.2500000000	2.4673967710	3774.9399976730	4.4995147824
-33.2500000000	2.4679443521	3774.9399976730	4.4994796450
-33.2500000000	2.4684919443	3774.9399976730	4.4994427208
-33.2500000000	2.4690395254	3774.9399976730	4.4994039804
-33.2500000000	2.6000000000	3304.9399976730	4.4400681389
-33.2500000000	2.8000000000	2584.9399976730	4.4399776715
-33.2500000000	3.0000000000	1864.9399976730	4.4388554968
-33.2500000000	3.2000000000	1144.9399976730	4.4368687713
-33.2500000000	3.4000000000	424.9399976730	4.4341426686
-33.0000000000	-3.4997262039	3822.2476768494	1.7747259367
-33.0000000000	-3.4991786228	3822.2476768494	1.7747048377
-33.0000000000	-3.4986310418	3812.2476768494	1.7748897497
-33.0000000000	-3.4000000000	3462.2476768494	1.8299991897
-33.0000000000	-3.2000000000	2742.2476768494	1.8177031585
-33.0000000000	-3.0000000000	2022.2476768494	1.8050644154
-33.0000000000	-2.8000000000	1312.2476768494	1.7919872269
-33.0000000000	-2.6000000000	592.2476768494	1.7782935782
-33.0000000000	2.4668491899	3762.2476768494	4.5068434668
-33.0000000000	2.4673967710	3762.2476768494	4.5068087797
-33.0000000000	2.4679443521	3752.2476768494	4.5068223968
-33.0000000000	2.4684919443	3752.2476768494	4.5067842048
-33.0000000000	2.4690395254	3752.2476768494	4.5067441979
-33.0000000000	2.6000000000	3282.2476768494	4.4475112981
-33.0000000000	2.8000000000	2562.2476768494	4.4471560396
-33.0000000000	3.0000000000	1842.2476768494	4.4458059790
-33.0000000000	3.2000000000	1132.2476768494	4.4434544633
-33.0000000000	3.4000000000	412.2476768494	4.4405553895
-32.7500000000	-3.4997262039	3829.5739188194	1.7673168673
-32.7500000000	-3.4991786228	3829.5739188194	1.7672943868
-32.7500000000	-3.4986310418	3829.5739188194	1.7672729622
-32.7500000000	-3.4000000000	3469.5739188194	1.8226347195
-32.7500000000	-3.2000000000	2759.5739188194	1.8101858289
-32.7500000000	-3.0000000000	2039.5739188194	1.7973580584
-32.7500000000	-2.8000000000	1319.5739188194	1.7840465532
-32.7500000000	-2.6000000000	599.5739188194	1.7700999191
-32.7500000000	2.4668491899	3739.5739188194	4.5141755353
-32.7500000000	2.4673967710	3739.5739188194	4.5141395825
-32.7500000000	2.4679443521	3739.5739188194	4.5141018825
-32.7500000000	2.4684919443	3739.5739188194	4.5140623988
-32.7500000000	2.4690395254	3729.5739188194	4.5140730635
-32.7500000000	2.6000000000	3259.5739188194	4.4549503804
-32.7500000000	2.8000000000	2549.5739188194	4.4541607837
-32.7500000000	3.0000000000	1829.5739188194	4.4525826769
-32.7500000000	3.2000000000	1109.5739188194	4.4502004595
-32.7500000000	3.4000000000	389.5739188194	4.4471284699
-32.5000000000	-3.4663016089	3726.9211301804	1.7590682882
-32.5000000000	-3.4657540278	3716.9211301804	1.7592589682
-32.5000000000	-3.4652064468	3716.9211301804	1.7592365468
-32.5000000000	-3.4000000000	3486.9211301804	1.8152856202
-32.5000000000	-3.2000000000	2766.9211301804	1.8026598117
-32.5000000000	-3.0000000000	2046.9211301804	1.7896441959
-32.5000000000	-2.8000000000	1326.9211301804	1.7761164566
-32.5000000000	-2.6000000000	616.9211301804	1.7619266180
-32.5000000000	2.4361625114	3836.9211301804	4.5238508473
-32.5000000000	2.4668491899	3726.9211301804	4.5214419727
-32.5000000000	2.4673967710	3716.9211301804	4.5214585863
-32.5000000000	2.4679443521	3716.9211301804	4.5214196259
-32.5000000000	2.4684919443	3716.9211301804	4.5213788833
-32.5000000000	2.4690395254	3716.9211301804	4.5213363294
-32.5000000000	2.6000000000	3246.9211301804	4.4622135441
-32.5000000000	2.8000000000	2526.9211301804	4.4613277166
-32.5000000000	3.0000000000	1806.9211301804	4.4595214776
-32.5000000000	3.2000000000	1096.9211301804	4.4567702406
-32.5000000000	3.4000000000	376.9211301804	4.4535254237
-32.2500000000	-3.4663016089	3734.2918663025	1.7516575181
-32.2500000000	-3.4657540278	3734.2918663025	1.7516326275
-32.2500000000	-3.4652064468	3734.2918663025	1.7516087947
-32.2500000000	-3.4000000000	3494.2918663025	1.8079316491
-32.2500000000	-3.2000000000	2784.2918663025	1.7951463736
-32.2500000000	-3.0000000000	2064.2918663025	1.7819439912
-32.2500000000	-2.8000000000	1344.2918663025	1.7682013356
-32.2500000000	-2.6000000000	624.2918663025	1.7537536628
-32.2500000000	2.4334245950	3824.2918663025	4.5313606603
-32.2500000000	2.4339721760	3824.2918663025	4.5313217615
-32.2500000000	2.4345197571	3824.2918663025	4.5312811063
-32.2500000000	2.4350673381	3814.2918663025	4.5312944475
-32.2500000000	2.4356149192	3814.2918663025	4.5312502036
-32.2500000000	2.4361625114	3814.2918663025	4.5312041099
-32.2500000000	2.6000000000	3224.2918663025	4.4696407783
-32.2500000000	2.8000000000	2514.2918663025	4.4683159396
-32.2500000000	3.0000000000	1794.2918663025	4.4662815412
-32.2500000000	3.2000000000	1074.2918663025	4.4635039294
-32.2500000000	3.4000000000	354.2918663025	4.4600864178
-32.0000000000	-3.4663016089	3751.6888213158	1.7440382378
-32.0000000000	-3.4657540278	3751.6888213158	1.7440119356
-32.0000000000	-3.4652064468	3741.6888213158	1.7442101245
-32.0000000000	-3.4000000000	3511.6888213158	1.8005853950
-32.0000000000	-3.2000000000	2791.6888213158	1.7876337209
-32.0000000000	-3.0000000000	2071.6888213158	1.7742458223
-32.0000000000	-2.8000000000	1361.6888213158	1.7602893571
-32.0000000000	-2.6000000000	641.6888213158	1.7455937675
-32.0000000000	2.4334245950	3801.6888213158	4.5387053978
-32.0000000000	2.4339721760	3801.6888213158	4.5386652211
-32.0000000000	2.4345197571	3801.6888213158	4.5386232898
-32.0000000000	2.4350673381	3801.6888213158	4.5385795682
-32.0000000000	2.4356149192	3801.6888213158	4.5385340261
-32.0000000000	2.4361625114	3791.6888213158	4.5385443663
-32.0000000000	2.6000000000	3211.6888213158	4.4768868204
-32.0000000000	2.8000000000	2491.6888213158	4.4754697188
-32.0000000000	3.0000000000	1771.6888213158	4.4732072099
-32.0000000000	3.2000000000	1051.6888213158	4.4702320663
-32.0000000000	3.4000000000	341.6888213158	4.4664665024
-31.7500000000	-3.4663016089	3759.1148190498	1.7366531193
-31.7500000000	-3.4657540278	3759.1148190498	1.7366254337
-31.7500000000	-3.4652064468	3759.1148190498	1.7365988029
-31.7500000000	-3.4000000000	3529.1148190498	1.7932390760
-31.7500000000	-3.2000000000	2809.1148190498	1.7801259727
-31.7500000000	-3.0000000000	2089.1148190498	1.7665537111
-31.7500000000	-2.8000000000	1369.1148190498	1.7523856379
-31.7500000000	-2.6000000000	649.1148190498	1.7374440363
-31.7500000000	2.4334245950	3789.1148190498	4.5459770588
-31.7500000000	2.4339721760	3789.1148190498	4.5459355837
-31.7500000000	2.4345197571	3779.1148190498	4.5459520143
-31.7500000000	2.4350673381	3779.1148190498	4.5459070242
-31.7500000000	2.4356149192	3779.1148190498	4.5458602156
-31.7500000000	2.4361625114	3779.1148190498	4.5458115622
-31.7500000000	2.6000000000	3189.1148190498	4.4843001244
-31.7500000000	2.8000000000	2469.1148190498	4.4826173482
-31.7500000000	3.0000000000	1749.1148190498	4.4801268392
-31.7500000000	3.2000000000	1039.1148190498	4.4767766688
-31.7500000000	3.4000000000	319.1148190498	4.4730143002
-31.5000000000	-3.4663016089	3776.5728039742	1.7290510895
-31.5000000000	-3.4657540278	3776.5728039742	1.7290219918
-31.5000000000	-3.4652064468	3776.5728039742	1.7289939479
-31.5000000000	-3.4000000000	3536.5728039742	1.7859019951
-31.5000000000	-3.2000000000	2816.5728039742	1.7726285845
-31.5000000000	-3.0000000000	2106.5728039742	1.7588642283
-31.5000000000	-2.8000000000	1386.5728039742	1.7444856808
-31.5000000000	-2.6000000000	666.5728039742	1.7292999086
-31.5000000000	2.4334245950	3766.5728039742	4.5532925234
-31.5000000000	2.4339721760	3766.5728039742	4.5532497821
-31.5000000000	2.4345197571	3766.5728039742	4.5532052905
-31.5000000000	2.4350673381	3756.5728039742	4.5532206100
-31.5000000000	2.4356149192	3756.5728039742	4.5531725410
-31.5000000000	2.4361625114	3756.5728039742	4.5531226295
-31.5000000000	2.6000000000	3166.5728039742	4.4917067567
-31.5000000000	2.8000000000	2456.5728039742	4.4895785913
-31.5000000000	3.0000000000	1736.5728039742	4.4868602496
-31.5000000000	3.2000000000	1016.5728039742	4.4834906042
-31.5000000000	3.4000000000	296.5728039742	4.4795561516
-31.2500000000	-3.4663016089	3794.0658316612	1.7214559242
-31.2500000000	-3.4657540278	3784.0658316612	1.7216627260
-31.2500000000	-3.4652064468	3784.0658316612	1.7216333029
-31.2500000000	-3.4000000000	3554.0658316612	1.7785609833
-31.2500000000	-3.2000000000	2834.0658316612	1.7651282881
-31.2500000000	-3.0000000000	2114.0658316612	1.7511911541
-31.2500000000	-2.8000000000	1404.0658316612	1.7365903571
-31.2500000000	-2.6000000000	684.0658316612	1.7211623787
-31.2500000000	2.4334245950	3744.0658316612	4.5605936750
-31.2500000000	2.4339721760	3744.0658316612	4.5605496734
-31.2500000000	2.4345197571	3744.0658316612	4.5605039238
-31.2500000000	2.4350673381	3744.0658316612	4.5604563911
-31.2500000000	2.4356149192	3744.0658316612	4.5604070450
-31.2500000000	2.4361625114	3734.0658316612	4.5604194278
-31.2500000000	2.6000000000	3154.0658316612	4.4989242473
-31.2500000000	2.8000000000	2434.0658316612	4.4967104726
-31.2500000000	3.0000000000	1714.0658316612	4.4937645446
-31.2500000000	3.2000000000	994.0658316612	4.4901980333
-31.2500000000	3.4000000000	274.0658316612	4.4860917728
-31.0000000000	-3.4328770139	3681.5970611572	1.7133302146
-31.0000000000	-3.4323294329	3681.5970611572	1.7132986602
-31.0000000000	-3.4317818518	3681.5970611572	1.7132681593
-31.0000000000	-3.4000000000	3571.5970611572	1.7712210695
-31.0000000000	-3.2000000000	2851.5970611572	1.7576302006
-31.0000000000	-3.0000000000	2131.5970611572	1.7435125611
-31.0000000000	-2.8000000000	1411.5970611572	1.7287178746
-31.0000000000	-2.6000000000	691.5970611572	1.7130497669
-31.0000000000	2.4334245950	3731.5970611572	4.5678146257
-31.0000000000	2.4339721760	3721.5970611572	4.5678348507
-31.0000000000	2.4345197571	3721.5970611572	4.5677878494
-31.0000000000	2.4350673381	3721.5970611572	4.5677390675
-31.0000000000	2.4356149192	3721.5970611572	4.5676884749
-31.0000000000	2.4361625114	3721.5970611572	4.5676360456
-31.0000000000	2.6000000000	3131.5970611572	4.5063138220
-31.0000000000	2.8000000000	2411.5970611572	4.5038349043
-31.0000000000	3.0000000000	1691.5970611572	4.5006616927
-31.0000000000	3.2000000000	971.5970611572	4.4968986333
-31.0000000000	3.4000000000	261.5970611572	4.4924368079
-30.7500000000	-3.4328770139	3699.1697430611	1.7057287196
-30.7500000000	-3.4323294329	3699.1697430611	1.7056957462
-30.7500000000	-3.4317818518	3699.1697430611	1.7056638249
-30.7500000000	-3.4000000000	3579.1697430611	1.7639047362
-30.7500000000	-3.2000000000	2869.1697430611	1.7501347143
-30.7500000000	-3.0000000000	2149.1697430611	1.7358379190
-30.7500000000	-2.8000000000	1429.1697430611	1.7208375927
-30.7500000000	-2.6000000000	709.1697430611	1.7049313760
-30.7500000000	2.4334245950	3709.1697430611	4.5750839856
-30.7500000000	2.4339721760	3709.1697430611	4.5750374597
-30.7500000000	2.4345197571	3699.1697430611	4.5750566664
-30.7500000000	2.4350673381	3699.1697430611	4.5750066422
-30.7500000000	2.4356149192	3699.1697430611	4.5749548100
-30.7500000000	2.4361625114	3699.1697430611	4.5749011439
-30.7500000000	2.6000000000	3109.1697430611	4.5136951652
-30.7500000000	2.8000000000	2389.1697430611	4.5109514530
-30.7500000000	3.0000000000	1669.1697430611	4.5075513230
-30.7500000000	3.2000000000	959.1697430611	4.5034058624
-30.7500000000	3.4000000000	239.1697430611	4.4989569451
-30.5000000000	-3.4328770139	3716.7872128487	1.6981352708
-30.5000000000	-3.4323294329	3716.7872128487	1.6981008793
-30.5000000000	-3.4317818518	3716.7872128487	1.6980675382
-30.5000000000	-3.4000000000	3596.7872128487	1.7565725118
-30.5000000000	-3.2000000000	2876.7872128487	1.7426687774
-30.5000000000	-3.0000000000	2166.7872128487	1.7281676456
-30.5000000000	-2.8000000000	1446.7872128487	1.7129633727
-30.5000000000	-2.6000000000	726.7872128487	1.6968211778
-30.5000000000	-2.4000000000	6.7872128487	1.6794780131
-30.5000000000	2.4334245950	3686.7872128487	4.5823378152
-30.5000000000	2.4339721760	3686.7872128487	4.5822900496
-30.5000000000	2.4345197571	3686.7872128487	4.5822405435
-30.5000000000	2.4350673381	3676.7872128487	4.5822587194
-30.5000000000	2.4356149192	3676.7872128487	4.5822056550
-30.5000000000	2.4361625114	3676.7872128487	4.5821507597
-30.5000000000	2.6000000000	3086.7872128487	4.5210677584
-30.5000000000	2.8000000000	2366.7872128487	4.5180596837
-30.5000000000	3.0000000000	1656.7872128487	4.5142446945
-30.5000000000	3.2000000000	936.7872128487	4.5100896677
-30.5000000000	3.4000000000	216.7872128487	4.5054699788
-30.2500000000	-3.4328770139	3734.4528784752	1.6905502259
-30.2500000000	-3.4323294329	3734.4528784752	1.6905144175
-30.2500000000	-3.4317818518	3724.4528784752	1.6907355249
-30.2500000000	-3.4000000000	3614.4528784752	1.7492425081
-30.2500000000	-3.2000000000	2894.4528784752	1.7351840731
-30.2500000000	-3.0000000000	2184.4528784752	1.7205021526
-30.2500000000	-2.8000000000	1464.4528784752	1.7050956640
-30.2500000000	-2.6000000000	744.4528784752	1.6887196735
-30.2500000000	-2.4000000000	24.4528784752	1.6711032950
-30.2500000000	2.4000000000	3784.4528784752	4.5310193543
-30.2500000000	2.4005475811	3784.4528784752	4.5925784013
-30.2500000000	2.4010951621	3784.4528784752	4.5925270313
-30.2500000000	2.4016427432	3784.4528784752	4.5924738770
-30.2500000000	2.4021903242	3774.4528784752	4.5924903555
-30.2500000000	2.4027379053	3774.4528784752	4.5924335677
-30.2500000000	2.6000000000	3064.4528784752	4.5284310831
-30.2500000000	2.8000000000	2354.4528784752	4.5249686436
-30.2500000000	3.0000000000	1634.4528784752	4.5211160062
-30.2500000000	3.2000000000	914.4528784752	4.5167656590
-30.2500000000	3.4000000000	194.4528784752	4.5119756120
-30.0000000000	-3.4328770139	3752.1702136993	1.6829739373
-30.0000000000	-3.4323294329	3752.1702136993	1.6829367134
-30.0000000000	-3.4317818518	3742.1702136993	1.6831610835
-30.0000000000	-3.4000000000	3632.1702136993	1.7419150791
-30.0000000000	-3.2000000000	2912.1702136993	1.7277031469
-30.0000000000	-3.0000000000	2192.1702136993	1.7128773254
-30.0000000000	-2.8000000000	1482.1702136993	1.6972349091
-30.0000000000	-2.6000000000	762.1702136993	1.6806273548
-30.0000000000	-2.4000000000	42.1702136993	1.6627406442
-30.0000000000	2.4000000000	3762.1702136993	4.5386831900
-30.0000000000	2.4005475811	3762.1702136993	4.5998475365
-30.0000000000	2.4010951621	3762.1702136993	4.5997949205
-30.0000000000	2.4016427432	3762.1702136993	4.5997405234
-30.0000000000	2.4021903242	3752.1702136993	4.5997577427
-30.0000000000	2.4027379053	3752.1702136993	4.5996997179
-30.0000000000	2.6000000000	3052.1702136993	4.5355919574
-30.0000000000	2.8000000000	2332.1702136993	4.5320567690
-30.0000000000	3.0000000000	1612.1702136993	4.5279786738
-30.0000000000	3.2000000000	892.1702136993	4.5234335062
-30.0000000000	3.4000000000	172.1702136993	4.5184735474
-29.7500000000	-3.4328770139	3769.9427456856	1.6754067428
-29.7500000000	-3.4323294329	3769.9427456856	1.6753681054
-29.7500000000	-3.4317818518	3759.9427456856	1.6755957323
-29.7500000000	-3.4000000000	3649.9427456856	1.7345905729
-29.7500000000	-3.2000000000	2929.9427456856	1.7202263686
-29.7500000000	-3.0000000000	2209.9427456856	1.7052270783
-29.7500000000	-2.8000000000	1499.9427456856	1.6893815416
-29.7500000000	-2.6000000000	779.9427456856	1.6725447026
-29.7500000000	-2.4000000000	59.9427456856	1.6543906072
-29.7500000000	2.4000000000	3739.9427456856	4.5463359594
-29.7500000000	2.4005475811	3739.9427456856	4.6070994382
-29.7500000000	2.4010951621	3739.9427456856	4.6070455845
-29.7500000000	2.4016427432	3739.9427456856	4.6069899530
-29.7500000000	2.4021903242	3739.9427456856	4.6069325140
-29.7500000000	2.4027379053	3729.9427456856	4.6069486797
-29.7500000000	2.6000000000	3029.9427456856	4.5429330335
-29.7500000000	2.8000000000	2309.9427456856	4.5391352668
-29.7500000000	3.0000000000	1589.9427456856	4.5348323197
-29.7500000000	3.2000000000	869.9427456856	4.5300928743
-29.7500000000	3.4000000000	149.9427456856	4.5249634824
-29.5000000000	-3.4000000000	3667.7740468979	1.7272693332
-29.5000000000	-3.3994524189	3667.7740468979	1.6669244157
-29.5000000000	-3.3989048379	3667.7740468979	1.6668846436
-29.5000000000	-3.3983572568	3657.7740468979	1.6671158011
-29.5000000000	-3.2000000000	2947.7740468979	1.7127541026
-29.5000000000	-3.0000000000	2227.7740468979	1.6975828334
-29.5000000000	-2.8000000000	1517.7740468979	1.6815359870
-29.5000000000	-2.6000000000	797.7740468979	1.6644721881
-29.5000000000	-2.4000000000	77.7740468979	1.6460537174
-29.5000000000	2.4000000000	3717.7740468979	4.5539770392
-29.5000000000	2.4005475811	3717.7740468979	4.6143337197
-29.5000000000	2.4010951621	3717.7740468979	4.6142786369
-29.5000000000	2.4016427432	3717.7740468979	4.6142217797
-29.5000000000	2.4021903242	3717.7740468979	4.6141631186
-29.5000000000	2.4027379053	3707.7740468979	4.6141800671
-29.5000000000	2.6000000000	3007.7740468979	4.5502632923
-29.5000000000	2.8000000000	2287.7740468979	4.5462037007
-29.5000000000	3.0000000000	1567.7740468979	4.5416765651
-29.5000000000	3.2000000000	847.7740468979	4.5367434275
-29.5000000000	3.4000000000	137.7740468979	4.5312481680
-29.2500000000	-3.4000000000	3685.6677260399	1.7199516972
-29.2500000000	-3.3994524189	3685.6677260399	1.6593503678
-29.2500000000	-3.3989048379	3685.6677260399	1.6593091788
-29.2500000000	-3.3983572568	3675.6677260399	1.6595435658
-29.2500000000	-3.2000000000	2965.6677260399	1.7052867061
-29.2500000000	-3.0000000000	2245.6677260399	1.6899449734
-29.2500000000	-2.8000000000	1535.6677260399	1.6736986624
-29.2500000000	-2.6000000000	815.6677260399	1.6564102711
-29.2500000000	-2.4000000000	95.6677260399	1.6377304937
-29.2500000000	2.4000000000	3705.6677260399	4.5614066771
-29.2500000000	2.4005475811	3695.6677260399	4.6215500006
-29.2500000000	2.4010951621	3695.6677260399	4.6214936976
-29.2500000000	2.4016427432	3695.6677260399	4.6214356238
-29.2500000000	2.4021903242	3695.6677260399	4.6213757496
-29.2500000000	2.4027379053	3685.6677260399	4.6213935003
-29.2500000000	2.6000000000	2985.6677260399	4.5575822209
-29.2500000000	2.8000000000	2265.6677260399	4.5532616346
-29.2500000000	3.0000000000	1545.6677260399	4.5485110305
-29.2500000000	3.2000000000	825.6677260399	4.5433848279
-29.2500000000	3.4000000000	115.6677260399	4.5377190266
-29.0000000000	-3.4000000000	3703.6274156570	1.7126379964
-29.0000000000	-3.3994524189	3703.6274156570	1.6517864620
-29.0000000000	-3.3989048379	3703.6274156570	1.6517438580
-29.0000000000	-3.3983572568	3693.6274156570	1.6519814658
-29.0000000000	-3.2000000000	2983.6274156570	1.6978245303
-29.0000000000	-3.0000000000	2263.6274156570	1.6823138734
-29.0000000000	-2.8000000000	1553.6274156570	1.6658699751
-29.0000000000	-2.6000000000	833.6274156570	1.6483594006
-29.0000000000	-2.4000000000	113.6274156570	1.6294214412
-29.0000000000	2.4000000000	3683.6274156570	4.5690203655
-29.0000000000	2.4005475811	3673.6274156570	4.6287479068
-29.0000000000	2.4010951621	3673.6274156570	4.6286903928
-29.0000000000	2.4016427432	3673.6274156570	4.6286311116
-29.0000000000	2.4021903242	3673.6274156570	4.6285700339
-29.0000000000	2.4027379053	3663.6274156570	4.6285886060
-29.0000000000	2.6000000000	2963.6274156570	4.5648893096
-29.0000000000	2.8000000000	2243.6274156570	4.5603086343
-29.0000000000	3.0000000000	1523.6274156570	4.5553353370
-29.0000000000	3.2000000000	803.6274156570	4.5500167377
-29.0000000000	3.4000000000	93.6274156570	4.5441809658
-28.7500000000	-3.4000000000	3721.6567654610	1.7053285563
-28.7500000000	-3.3994524189	3721.6567654610	1.6442330042
-28.7500000000	-3.3989048379	3721.6567654610	1.6441889888
-28.7500000000	-3.3983572568	3721.6567654610	1.6441460105
-28.7500000000	-3.2000000000	3001.6567654610	1.6903679194
-28.7500000000	-3.0000000000	2291.6567654610	1.6746317947
-28.7500000000	-2.8000000000	1571.6567654610	1.6580503241
-28.7500000000	-2.6000000000	851.6567654610	1.6403200144
-28.7500000000	-2.4000000000	131.6567654610	1.6211270509
-28.7500000000	2.4000000000	3661.6567654610	4.5766205215
-28.7500000000	2.4005475811	3651.6567654610	4.6359270703
-28.7500000000	2.4010951621	3651.6567654610	4.6358683546
-28.7500000000	2.4016427432	3651.6567654610	4.6358078755
-28.7500000000	2.4021903242	3651.6567654610	4.6357456038
-28.7500000000	2.4027379053	3641.6567654610	4.6357650166
-28.7500000000	2.6000000000	2941.6567654610	4.5721840498
-28.7500000000	2.8000000000	2221.6567654610	4.5673442647
-28.7500000000	3.0000000000	1501.6567654610	4.5621491041
-28.7500000000	3.2000000000	781.6567654610	4.5566388166
-28.7500000000	3.4000000000	71.6567654610	4.5506336755
-28.5000000000	-3.4000000000	3739.7594294548	1.6980236959
-28.5000000000	-3.3994524189	3739.7594294548	1.6366902896
-28.5000000000	-3.3989048379	3739.7594294548	1.6366448665
-28.5000000000	-3.3983572568	3739.7594294548	1.6366004775
-28.5000000000	-3.2000000000	3029.7594294548	1.6828545461
-28.5000000000	-3.0000000000	2309.7594294548	1.6670107171
-28.5000000000	-2.8000000000	1589.7594294548	1.6502400985
-28.5000000000	-2.6000000000	869.7594294548	1.6322925389
-28.5000000000	-2.4000000000	149.7594294548	1.6128477990
-28.5000000000	2.3671229861	3749.7594294548	4.6465214594
-28.5000000000	2.3676705671	3749.7594294548	4.6464607266
-28.5000000000	2.3682181482	3749.7594294548	4.6463982226
-28.5000000000	2.3687657292	3749.7594294548	4.6463339180
-28.5000000000	2.3693133103	3739.7594294548	4.6463533297
-28.5000000000	2.4000000000	3629.7594294548	4.5844121530
-28.5000000000	2.6000000000	2919.7594294548	4.5794659348
-28.5000000000	2.8000000000	2199.7594294548	4.5743680915
-28.5000000000	3.0000000000	1479.7594294548	4.5689519503
-28.5000000000	3.2000000000	759.7594294548	4.5632507224
-28.5000000000	3.4000000000	49.7594294548	4.5570768456
-28.2500000000	-3.3989048379	3757.9390592575	1.6291117771
-28.2500000000	-3.3983572568	3757.9390592575	1.6290659814
-28.2500000000	-3.3665754050	3637.9390592575	1.6281594990
-28.2500000000	-3.3660278240	3637.9390592575	1.6281117927
-28.2500000000	-3.2000000000	3047.9390592575	1.6754054556
-28.2500000000	-3.0000000000	2327.9390592575	1.6593974589
-28.2500000000	-2.8000000000	1607.9390592575	1.6424396780
-28.2500000000	-2.6000000000	887.9390592575	1.6242773889
-28.2500000000	-2.4000000000	177.9390592575	1.6045168118
-28.2500000000	2.3671229861	3727.9390592575	4.6537078817
-28.2500000000	2.3676705671	3727.9390592575	4.6536459454
-28.2500000000	2.3682181482	3727.9390592575	4.6535822420
-28.2500000000	2.3687657292	3727.9390592575	4.6535167425
-28.2500000000	2.3693133103	3717.9390592575	4.6535370120
-28.2500000000	2.4000000000	3607.9390592575	4.5919855923
-28.2500000000	2.6000000000	2897.9390592575	4.5867344624
-28.2500000000	2.8000000000	2177.9390592575	4.5813796830
-28.2500000000	3.0000000000	1457.9390592575	4.5757434961
-28.2500000000	3.2000000000	737.9390592575	4.5698521140
-28.2500000000	3.4000000000	17.9390592575	4.5637179008
-28.0000000000	-3.3665754050	3666.1992912292	1.6203166514
-28.0000000000	-3.3660278240	3666.1992912292	1.6202674730
-28.0000000000	-3.3654802429	3656.1992912292	1.6205173156
-28.0000000000	-3.3649326619	3656.1992912292	1.6204703423
-28.0000000000	-3.2000000000	3066.1992912292	1.6679629018
-28.0000000000	-3.0000000000	2346.1992912292	1.6517923644
-28.0000000000	-2.8000000000	1626.1992912292	1.6346494325
-28.0000000000	-2.6000000000	916.1992912292	1.6162030259
-28.0000000000	-2.4000000000	196.1992912292	1.5962645735
-28.0000000000	2.3671229861	3706.1992912292	4.6608738363
-28.0000000000	2.3676705671	3706.1992912292	4.6608107071
-28.0000000000	2.3682181482	3706.1992912292	4.6607458152
-28.0000000000	2.3687657292	3696.1992912292	4.6607687651
-28.0000000000	2.3693133103	3696.1992912292	4.6607002780
-28.0000000000	2.4000000000	3586.1992912292	4.5995436996
-28.0000000000	2.6000000000	2866.1992912292	4.5941990746
-28.0000000000	2.8000000000	2156.1992912292	4.5883786090
-28.0000000000	3.0000000000	1436.1992912292	4.5825233620
-28.0000000000	3.2000000000	716.1992912292	4.5764426495
-28.0000000000	3.4000000000	-3.8007087708	4.5701432027
-27.7500000000	-3.3665754050	3684.5437397957	1.6127787025
-27.7500000000	-3.3660278240	3684.5437397957	1.6127281215
-27.7500000000	-3.3654802429	3684.5437397957	1.6126786447
-27.7500000000	-3.3649326619	3674.5437397957	1.6129327415
-27.7500000000	-3.2000000000	3084.5437397957	1.6605272021
-27.7500000000	-3.0000000000	2364.5437397957	1.6441957703
-27.7500000000	-2.8000000000	1654.5437397957	1.6267931553
-27.7500000000	-2.6000000000	934.5437397957	1.6082090730
-27.7500000000	-2.4000000000	214.5437397957	1.5880287984
-27.7500000000	2.3671229861	3684.5437397957	4.6680189715
-27.7500000000	2.3676705671	3684.5437397957	4.6679546603
-27.7500000000	2.3682181482	3674.5437397957	4.6679802776
-27.7500000000	2.3687657292	3674.5437397957	4.6679124330
-27.7500000000	2.3693133103	3674.5437397957	4.6678427765
-27.7500000000	2.4000000000	3564.5437397957	4.6070858865
-27.7500000000	2.6000000000	2844.5437397957	4.6014415446
-27.7500000000	2.8000000000	2134.5437397957	4.5953644407
-27.7500000000	3.0000000000	1414.5437397957	4.5892911689
-27.7500000000	3.2000000000	694.5437397957	4.5830219862
-27.5000000000	-3.3665754050	3702.9759850502	1.6052527134
-27.5000000000	-3.3660278240	3702.9759850502	1.6052007352
-27.5000000000	-3.3654802429	3702.9759850502	1.6051498574
-27.5000000000	-3.3649326619	3702.9759850502	1.6051000042
-27.5000000000	-3.2000000000	3112.9759850502	1.6530174769
-27.5000000000	-3.0000000000	2392.9759850502	1.6365267912
-27.5000000000	-2.8000000000	1672.9759850502	1.6190196636
-27.5000000000	-2.6000000000	952.9759850502	1.6002286055
-27.5000000000	-2.4000000000	232.9759850502	1.5798099056
-27.5000000000	2.3671229861	3662.9759850502	4.6751429422
-27.5000000000	2.3676705671	3652.9759850502	4.6751712087
-27.5000000000	2.3682181482	3652.9759850502	4.6751039845
-27.5000000000	2.3687657292	3652.9759850502	4.6750349773
-27.5000000000	2.3693133103	3652.9759850502	4.6749641630
-27.5000000000	2.4000000000	3542.9759850502	4.6146115706
-27.5000000000	2.6000000000	2822.9759850502	4.6086691661
